8-Puzzle Instances:


BFS:

70436,22,0.080047,13.6742,12
98412,23,0.113362,13.9253,15
11718,17,0.01065,13.5738,13
134664,25,0.160893,14.0742,17
5209,16,0.004286,12.3418,10
59830,22,0.063332,13.4987,12
71614,22,0.077545,13.8559,14
42704,21,0.041337,13.8023,11
10486,17,0.009159,12.0573,7
55230,21,0.058388,14.1417,13
86288,23,0.095506,14.252,15
87902,23,0.096402,13.9841,11
24271,19,0.022594,13.5855,13
67445,22,0.077076,13.9966,14
21294,19,0.020121,13.1788,13
67976,22,0.073147,13.5072,10
30932,20,0.029396,13.1048,10
51926,21,0.052356,14.879,19
74010,22,0.079775,14.4985,18
57200,22,0.058102,14.3414,16
6175,16,0.005498,13.7972,14
4890,16,0.004217,12.5957,10
128087,25,0.158154,14.0518,15
59140,22,0.063579,13.9423,14
86044,23,0.094186,13.9811,13
124428,25,0.154634,14.1307,15
55828,21,0.057596,13.8807,15
1904,13,0.001525,11.3682,7
89286,23,0.099814,13.9078,13
96167,24,0.105529,14.5377,16
108997,24,0.127221,14.1494,14
6800,16,0.005927,12.6209,12
12237,18,0.010884,14.5155,16
91221,23,0.10206,14.082,13
146642,26,0.17697,14.0785,14
166169,27,0.208252,14.0407,17
61999,22,0.06474,14.0609,14
149038,26,0.183039,14.0613,14
66394,22,0.071884,13.4367,12
134964,25,0.163413,13.9668,13
3528,14,0.003023,12.2596,8
141058,25,0.171473,14.1139,19
51334,21,0.051949,13.7073,11
147235,26,0.178597,13.9351,16
96629,24,0.107318,13.7994,14
117820,24,0.137162,14.3156,20
12721,18,0.011999,13.5709,14
82402,23,0.089337,13.9488,15
55950,21,0.05793,13.651,11
170358,28,0.21236,14.0243,16
41346,20,0.041094,13.7316,12
163708,27,0.206429,14.0186,15
25948,19,0.024651,13.3992,11
146431,26,0.177217,14.1227,16
16644,18,0.015326,13.3895,12
113398,24,0.13496,14.1584,16
12763,18,0.01189,12.6048,8
102477,24,0.122867,13.9691,12
91593,23,0.109061,14.5131,17
116022,24,0.143169,14.0517,16
170975,27,0.227996,14.0326,19
132375,25,0.157874,13.8556,13
43631,21,0.041989,14.2248,15
61343,22,0.064178,14.5448,18
173107,28,0.217536,14.0126,14
37323,20,0.036932,14.2291,16
166627,27,0.210641,14.0223,17
165544,27,0.207176,14.0298,15
136365,25,0.164035,14.1789,19
101428,24,0.114221,13.8026,10
99337,24,0.110482,14.2486,16
69657,22,0.074514,14.1784,16
169153,27,0.212395,14.0104,15
146614,26,0.178812,14.0736,18
136769,25,0.164805,13.9316,11
144168,26,0.173699,14.1678,20
32178,20,0.031302,13.9169,14
149505,26,0.183589,13.9709,16
6810,16,0.005862,12.5658,10
165286,27,0.205913,14.0236,17
20088,19,0.017977,12.6848,11
134133,25,0.16116,14.316,21
3471,15,0.00276,12.6762,11
9452,17,0.008108,13.3746,13
4001,15,0.003192,11.4479,7
134421,25,0.159862,14.1124,17
10951,17,0.009609,13.2474,11
165164,27,0.204715,14.0327,17
32194,20,0.030707,12.9816,8
37083,20,0.035605,13.9612,12
163614,27,0.202221,14.0897,21
145000,26,0.17725,14.1409,18
68791,22,0.072459,13.5494,12
69185,22,0.073607,13.9344,14
66051,22,0.0698,13.9595,12
25603,19,0.02435,14.0917,17
30499,20,0.028975,13.1225,8
45472,21,0.044066,12.8461,9
106698,24,0.122973,14.0056,14
130566,25,0.15479,14.0513,13
A*:

835,22,0.000741,9.06954,12
1024,23,0.000781,10.0931,15
72,17,5.5e-05,9.28426,13
953,25,0.000866,11.8364,17
91,16,0.000214,6.66142,10
652,22,0.000534,9.29183,12
350,22,0.00029,10.5641,14
612,21,0.000487,9.86364,11
232,17,0.000172,7.56101,7
177,21,0.000146,10.8599,13
511,23,0.000425,10.0227,15
1037,23,0.000838,10.3678,11
197,19,0.00015,8.41682,13
697,22,0.000551,9.23299,14
239,19,0.000181,7.89548,13
1622,22,0.0014,9.62989,10
315,20,0.000307,8.77765,10
30,21,2.3e-05,10.5802,19
373,22,0.000282,10.7719,18
550,22,0.000423,10.6368,16
34,16,2.9e-05,8.38298,14
118,16,9.2e-05,8.4486,10
1449,25,0.00122,10.8656,15
873,22,0.000686,10.1189,14
808,23,0.000667,9.78253,13
1167,25,0.000931,10.5931,15
308,21,0.000261,9.51803,15
41,13,3.4e-05,5.9913,7
533,23,0.000417,11.0541,13
346,24,0.000254,11.7001,16
929,24,0.000722,10.3699,14
117,16,8.8e-05,8.80251,12
26,18,2.2e-05,9.15068,16
666,23,0.000545,10.134,13
1734,26,0.001534,10.8431,14
1824,27,0.00153,12.2916,17
231,22,0.000173,11.5935,14
1807,26,0.001435,10.7815,14
655,22,0.000552,9.41163,12
2298,25,0.001966,10.2168,13
76,14,6e-05,7.30476,8
786,25,0.000593,11.4165,19
609,21,0.000497,9.13572,11
2231,26,0.001794,10.6949,16
1757,24,0.001414,9.84861,14
299,24,0.000214,11.8319,20
41,18,3.6e-05,10.1579,14
543,23,0.000482,10.765,15
438,21,0.000347,10.0331,11
2864,28,0.002316,12.4379,16
221,20,0.000162,9.79868,12
