15-Puzzle Instances:


A*:

14028344,57,20.5975,27.1869,41
4415279,55,5.87045,23.3948,43
-,-,-,-,-
5253685,56,6.92399,26.6208,42
2021382,56,2.26047,28.1532,42
969356,52,1.0495,27.4165,36
7170013,52,9.47684,23.3837,30
2618503,50,3.2265,24.4245,32
313211,46,0.297644,21.5037,32
17805045,59,24.8548,27.735,43
3525006,57,4.26642,28.7505,43
32334,45,0.024134,26.2362,35
831333,46,0.890215,19.5075,36
26088053,59,41.469,28.499,41
25792756,62,38.8586,31.4546,44
909219,42,1.00032,18.6516,24
-,-,-,-,-
1267588,55,1.43873,27.2594,43
154092,46,0.132249,22.9871,36
1995813,52,2.22506,24.573,36
5668025,54,7.98037,26.4034,34
13338796,59,18.8968,28.2474,41
1398857,49,1.54772,24.2771,33
4691710,54,6.26826,26.3122,34
6227205,52,8.51942,24.7003,32
20161235,58,32.3928,27.5853,40
11278428,53,16.826,25.4592,33
909442,52,0.973421,27.8727,36
3917549,54,4.66132,26.1191,38
215990,47,0.183974,24.8402,35
192534,50,0.156578,28.1648,38
17025056,59,23.6486,29.2737,43
18535767,60,28.9258,30.1101,42
2063117,52,2.4634,25.9825,36
4626661,55,6.26298,26.9748,39
2309697,52,2.9451,25.7915,36
20889986,58,33.8035,27.636,40
827864,53,0.83371,28.7101,41
1118025,49,1.29186,24.2808,35
6540243,54,8.78022,26.3806,36
5727374,54,7.61031,26.1219,36
48447,42,0.035087,23.3,30
7332466,64,9.08664,33.0528,48
2731989,50,3.35646,24.6075,32
539196,51,0.542617,27.3161,39
1430455,49,1.5908,22.9179,35
179689,47,0.152456,25.4753,35
119535,49,0.090563,25.1685,39
-,-,-,-,-
4399444,53,6.3057,25.0994,39
3031922,56,3.83879,28.0748,44
11641228,56,17.6514,26.8034,38
-,-,-,-,-
7221615,56,9.43409,27.8207,40
152123,41,0.130811,20.6961,29
-,-,-,-,-
484048,50,0.469545,26.1174,36
506538,51,0.480548,25.5453,37
-,-,-,-,-
-,-,-,-,-
508957,45,0.520394,21.7271,31
1828847,57,2.06701,29.0846,43
21862510,56,36.6481,25.5476,40
5622335,51,7.51185,23.6183,31
920623,47,0.983433,22.6228,31
-,-,-,-,-
8430894,50,11.3527,23.9214,28
5471060,51,7.36775,25.118,31
4579005,53,6.26225,25.3428,37
8179227,52,11.7399,24.6644,30
557862,44,0.651345,20.6301,30
-,-,-,-,-
188717,49,0.158033,23.8731,37
1373939,56,1.51855,28.7716,46
3440513,48,4.23565,22.0602,30
7622602,57,10.3056,27.7297,41
2184110,54,2.64166,27.598,34
619299,53,0.641812,27.3807,41
68633,42,0.055222,21.7811,28
3951356,57,4.65848,26.9136,43
744209,53,0.776304,28.0517,39
-,-,-,-,-
1900358,49,2.4524,24.1278,31
10972804,55,29.1347,26.659,37
158355,44,0.131738,20.8886,32
195222,45,0.171272,22.2905,35
4681483,52,6.39581,25.962,34
-,-,-,-,-
3559259,54,4.38253,26.4619,38
820923,50,0.863042,26.0792,36
18150875,57,29.1777,26.8734,41
-,-,-,-,-
438960,46,0.417376,20.9652,34
276325,53,0.240644,27.7666,45
751475,50,0.770574,25.0634,34
1263033,49,1.42762,22.9222,35
191601,44,0.156049,21.2678,32
9499694,54,14.0523,25.1273,34
5342754,57,6.75613,28.7625,39
4484857,54,5.86322,25.1702,38
